16062228		5734218		14793846		1876008		1698		1332		1326		1590		1314		1338		
16184826		5586822		14741640		1644180		1716		1338		1530		1631		1422		1344		
15934722		5687892		15849258		2496834		1764		1362		1488		1404		1434		1440		
3048444		7728348		1054116		3404958		1650		867		1272		1253		1392		1356		
2900514		4848768		1538010		1611372		1614		912		1290		1260		1320		1410		
3167334		5145572		1323330		2777826		1710		795		1326		1392		1284		1350		
16310364		5520150		15508668		1007250		1680		1584		1374		1392		1374		968		
16638378		5565894		16076400		1031880		1680		1242		1272		1464		1320		1302		
16766088		6003720		16003308		1669632		1722		1416		1338		1434		1350		1392		
16057008		7854726		15587736		2300520		1740		1332		1386		1482		1236		1398		
16821918		6030672		15498174		2272014		1752		1416		1266		1568		1338		1302		
15123561		5082942		13747434		2592012		1488		1404		1278		1470		1380		1362		
16588440		5705598		15314334		2566962		1452		1392		1434		1666		1374		1458		
16000044		5683452		16210284		2068506		1842		1440		1428		802		1422		1302		
16057704		6196392		15808530		670584		1782		1218		1344		1518		1452		1308		
16207596		6320244		15277884		1250958		1836		1524		1500		1584		1374		1380		
16720878		6145770		17920422		831882		1554		1434		1392		1596		1452		1344		
15891396		6042732		14953974		1864626		1674		1386		1428		1512		1410		1380		
16927530		5417046		16081182		1325076		1656		1446		1530		826		1386		1590		
16789536		5918418		15786534		3633078		1770		1578		1524		1764		1398		1452		
16899732		6219798		15429738		18747734		1698		1404		1470		1484		1302		1506		
15404418		5611464		15151116		1921404		1686		1356		1380		1830		1404		1446		
16446102		5774598		15867342		693066		1536		1500		1374		1540		1386		1440		
14674914		6655110		14088612		818874		1740		1206		1254		1458		1332		1296		
16528056		8199336		15625998		1818		1842		1200		1350		1368		752		1356		
12950970		5830848		12152952		1950		1692		1230		1278		1416		1236		837		
16195086		5297094		15261762		1948866		1698		1302		1392		1422		1332		1410		
14182722		4569450		15152352		1456950		1806		1392		1356		1446		1434		1356		
16739760		7380168		15830466		1795098		1746		1440		1392		1596		1380		1362		
16164894		5853786		15881394		16995366		1734		1302		1362		1452		1302		1368		
16372674		5709714		15583746		1369842		1644		1278		1368		1410		1740		1440		
11328372		6657244		11963202		2790		2448		1236		1260		1428		1350		1344		
12130122		3572742		12386748		2520		2340		1344		1338		1422		1416		1356		
19973680		5873094		10464396		2799		2328		1332		1266		1680		1380		1326		
17635351		3056052		10976790		367020		2238		1512		1356		1530		1338		1422		
19156022		5527518		10664076		2760		2304		1362		1332		744		1476		1446		
14238798		5840748		2760		2982		2286		758		1470		1488		1458		1344		
20151843		5301558		11046954		2796		2382		1230		1344		1386		1350		1254		
19837396		5149074		10655850		3018		2274		1236		1350		1482		1422		1452		
13520845		2811564		2814		2778		2346		764		1380		1380		1272		1428		
20338721		4627716		10297128		2898		2280		1308		1368		1512		1494		1554		
21802446		5674020		12017400		3270		2436		1704		1542		1752		1494		1476		
20482129		5694762		10612668		18792		2328		1362		1350		1575		1380		1410		
18890203		7626384		10896474		2952		2406		1362		1362		1530		1320		1308		
23711545		6007962		13921821		2976		2178		1380		1368		1488		1320		1404		
