276495915		67108449		359342292		10047312		38474898
258912528		66609375		358450944		9954342		38166449
272439551		67524477		359834322		10113108		39977598
275660832		54707936		323430752		11617974		15243656
260923129		54080417		325522128		11277402		10906470
259305282		54579712		330110491		11308872		12421919
272007372		66620139		341409020		9958248		38354804
272864168		66802876		353540784		9675132		39320832
260086746		67591153		359872863		10046574		40451400
258994398		67433142		357160284		10048566		41808564
255674938		67540542		357279312		9979530		40631420
261796217		62432931		338455233		9430188		36554331
262681088		67713064		362008227		9989328		40184110
273134661		67170554		344221189		9739248		39970522
276427655		66839034		359425316		9820200		38741832
277715482		67109695		355971254		9950550		39065880
259447945		67288297		353626801		9789054		41627724
260779195		76841480		355476443		22017624		38761518
258365682		76105804		338919614		21655284		39759268
260641095		76440704		352579999		22218276		42137052
262247200		75690715		334301101		21779276		57305866
262634675		66252935		356789764		9749334		38097504
269201476		67161907		356269858		10252380		38789884
269537158		65480941		356019749		9964944		36245796
277991480		67089656		340272625		9794706		40363076
260309455		64660343		340450267		9948084		30944409
266853581		66953765		357434020		10410012		38711364
258763068		70758447		360122782		21311928		35370264
276352328		67480713		352682054		9892698		41754408
265981596		65738546		332202804		9609898		54903960
266401918		66593953		348128686		9916074		39044856
261894052		83795730		356082050		53984524		29960674
260233000		83740125		357706962		53406779		28101348
275693102		96724355		354555710		74344445		36323281
268939399		97955244		359444366		76487935		32044609
261575961		99138213		342134846		75886350		35359040
261693344		94316641		331195485		79672836		20094092
258476071		98661366		354458721		75285819		36512097
277160059		99202014		357403179		76098300		35654554
258091652		93943712		327194439		83068259		16346571
274393029		99173268		355286128		76298749		35275979
276714206		104380078		363888277		80982977		39507540
274221919		99699168		359783412		76061015		36817756
265037407		100380496		360368071		75923166		37425301
261608361		98849948		346137157		74392235		43653442
