6212004		938580		2308500		550698		37530		0		0		0		0		0		
6211956		926622		2233734		544896		37134		0		0		0		0		0		
6355674		941400		2249178		531228		35628		0		0		0		0		0		
6765996		919230		3388314		507210		37224		0		0		0		0		0		
6491388		900504		3301230		550104		34176		0		0		0		0		0		
6561768		954918		3247026		509376		35784		0		0		0		0		0		
6200004		931602		2249802		540756		36084		0		0		0		0		0		
6106812		932544		2085270		513270		37236		0		0		0		0		0		
6263394		941292		2244228		559878		37782		0		0		0		0		0		
6330714		873564		2268030		539808		36450		0		0		0		0		0		
6215232		928980		2265048		534300		35970		0		0		0		0		0		
5964882		862152		2050338		517740		35076		0		0		0		0		0		
6252162		925110		2229654		545880		36522		0		0		0		0		0		
6102156		973092		2094804		532560		36636		0		0		0		0		0		
6219414		927336		2084358		552264		36828		0		0		0		0		0		
6183096		919194		2244864		566484		36912		0		0		0		0		0		
6199140		926358		2101260		524940		37356		0		0		0		0		0		
15690450		1340916		4160142		790200		35916		0		0		0		0		0		
15311796		1342428		4146150		819510		35400		0		0		0		0		0		
15736014		1389108		4295952		761190		36012		0		0		0		0		0		
15491400		1378308		4380426		493832		35310		0		0		0		0		0		
6117534		935310		2101104		558666		36720		0		0		0		0		0		
6454356		934392		2270466		556176		36990		0		0		0		0		0		
6231582		925914		2239224		531432		36792		0		0		0		0		0		
6208470		872196		2099718		578772		35550		0		0		0		0		0		
6190218		912690		2254536		555744		34896		0		0		0		0		0		
6504516		957600		2351232		557070		39594		0		0		0		0		0		
12360912		4677066		2663034		1241190		369726		0		0		0		0		0		
6221700		861138		2243184		529458		37218		0		0		0		0		0		
6251892		930930		2104404		285160		37512		0		0		0		0		0		
6310914		940764		2125554		501228		37614		0		0		0		0		0		
27687192		10738588		7862298		4369098		3327348		0		0		0		0		0		
27136511		11363706		7570830		4349370		2986362		0		0		0		0		0		
35287419		16706022		10838718		6792656		4719630		0		0		0		0		0		
36026017		17651508		11163036		6238188		5409186		0		0		0		0		0		
36847176		16918290		10946304		6708252		4466328		0		0		0		0		0		
37881258		18120150		12265974		6844200		4561254		0		0		0		0		0		
35765163		17733822		10696602		6596226		4494006		0		0		0		0		0		
35744814		18219402		10826694		6703938		4603452		0		0		0		0		0		
37586381		19396374		13357818		6139446		6588240		0		0		0		0		0		
35729329		18607596		10950174		6536190		4475460		0		0		0		0		0		
38719139		19227342		11542848		6831234		4662414		0		0		0		0		0		
35593745		17985684		11195820		6672642		4613124		0		0		0		0		0		
36312666		17467884		10930638		6656220		4555758		0		0		0		0		0		
33864063		18375834		11057078		6834678		4260582		0		0		0		0		0		
