0.133028		0.0323925
0.124637		0.0321417
0.131042		0.0325757
0.132613		0.0265003
0.125678		0.0261623
0.124796		0.026373
0.130903		0.0322669
0.131337		0.0322346
0.125192		0.0326139
0.124729		0.0325197
0.123073		0.032573
0.126002		0.0301706
0.126426		0.0326608
0.13141		0.0324389
0.132985		0.0323308
0.133538		0.0323652
0.12488		0.0324552
0.125627		0.0370126
0.124313		0.0366476
0.125556		0.036825
0.126299		0.0364402
0.126416		0.0319769
0.129508		0.0324228
0.129668		0.031621
0.133725		0.0324225
0.125346		0.0312225
0.128416		0.0323209
0.124525		0.0341271
0.132944		0.0325494
0.128012		0.0317256
0.128201		0.0321398
0.126116		0.0403198
0.125305		0.0403046
0.132703		0.0464825
0.129433		0.0470755
0.12594		0.0476177
0.12596		0.0453382
0.124442		0.0474109
0.13335		0.0476615
0.124311		0.0451969
0.132011		0.0476122
0.133155		0.0501283
0.13194		0.0478825
0.127568		0.0482215
0.126006		0.0474843
