83217733401		51639793660		79153636485		119146768		99644736353
327726		144		0		0		0
345996		144		0		0		0
384251		144		0		0		0
82312457014		52836148514		81467753511		118031298		102135505014
83427941190		52342686728		
38148962271		25464441922		
39480710003		25166569149		38248606249		96976768		48058523506
82306864099		52428452623		80079325550		118822051		101382402490
39916098299		26518202102		39363089912		98149107		50703150038
42668229802		27263196079		41912939388		20830948		53030443858 //DBSCAN, opt:ON
82843211136		52491429917		81092098164		117442479		101407898327//DBSCAN, opt:OFF!
83913537988		52546182955		80478499064		117626619		101540885749
42650706822		27453394262		42205180255		20892139		53412069284
229444658		16760539		216697785		3838966		27752187
209646452		17622032		248101755		3798867		28898579
93408		2040820		6445668		5463		1064936
211503123		15375048		176688912		3910629		30237966
209570659		16253265		188064953		4159536		28710670
207531639		17562858		231122561		4034441		27343474
218030114		16868227		201444275		3914566		30189482
223366500		17213958		212567412		3866202		29211126
1414186461		4159188663		11533501380		4299		653580888
182840826		1996403380		313930225		6072		86553162
184397045		2043748628		284229395		6714		84915179
182366466		1912832255		284376058		6984		88449112
47583307457		31663381760		48565234996		10401682		61487934192
137537762		14794631		171799708		4103261		25267104
133928461		13897219		147990003		3945086		26041409
209685855		16246501		197287779		3951675		30349886
134519511		14105164		150953845		4791143		25260413
142599151		14382259		144056518		4144735		25396117
135040620		15136756		191151488		3948742		23914886
194228898		15643447		182880573		3980629		30352242
146626395		67188732		189020165		4256295		284633742
86745358		13930157		156926192		4522840		22049152
87820206		12223847		111108132		4320799		22262413
82757756		12149979		115357256		4270753		21915724
85215267		11899818		106391709		4592730		21411251
79883955		12308632		114514372		4484911		19212268
78568477		13304497		142529946		4368454		20441788
82608420		13958814		161040468		4355687		19155119
91142185		12264682		100605170		4417699		20699013
83049555		16761051		246151168		4359264		19836336
81202250		11796814		101700017		4400279		17723396
83046271		14303655		172674515		4309460		19311131
84735852		14049682		168856730		4226460		21394317
84624869		11737270		104621396		4308272		19711176
