21118134352		3212669735		23449944149		852		948		762		858		
21072108782		3106993323		23364609833		848		838		754		780		
21071273588		3072229131		23365857277		938		946		816		808		
21106376327		3320350784		23474803207		868		960		782		906		
21059927445		3082494330		23362105057		814		808		838		940		
21047319570		3196468508		23336606774		760		736		746		758		
21040382425		3106355684		23317257795		848		836		760		746		
21236339842		3176910290		23573536386		782		920		692		768		
21397529015		3121992473		23712342125		904		872		712		842		
21038279099		3799522738		23517556362		878		860		758		828		
21288928227		3180389648		23656038387		884		848		764		814		
21087294862		3096751584		23387363575		894		714		706		724		
21031576733		3086778686		23373069129		900		832		768		848		
21060562873		3212006796		23360689927		730		792		752		816		
16055389438		1365166264		21896315243		912		758		684		940		
17134855415		1245773978		21735036731		798		750		820		740		
21108503697		3152537038		23441760261		842		844		744		784		
21073590209		3095756194		23358877023		968		756		818		798		
21129353937		3098860372		23407984823		794		858		756		724		
21110144755		3011368044		23358266557		740		872		702		746		
21052054736		3084209528		23356322785		698		818		718		758		
21038201211		2992600159		23407151561		810		756		686		712		
21044806952		3069713695		23373024901		824		850		830		804		
21036861244		3104673889		23366216613		852		792		720		802		
21095711335		3133520682		23402040171		884		772		732		754		
21053398569		3123754066		23325224431		854		854		656		706		
21261817153		3105050114		23612036293		802		728		754		674		
21101156031		3047852011		23390827441		1006		776		716		690		
21099817471		3089023164		23340739407		978		750		606		788		
21068393961		3116909824		23332488825		1362		880		748		846		
21047356639		3002361626		23336094251		766		878		694		804		
21109367789		3130210172		23438022041		840		676		596		662		
21233487765		3231465807		23614394829		880		762		662		698		
21083258152		3098134960		23369155163		804		762		590		730		
21067244071		3066553900		23360883171		874		836		804		744		
21087528001		3207990010		23455170771		934		740		598		666		
21410806673		3046647578		23675339021		704		806		738		688		
21154648189		3154869810		23438275265		998		820		740		790		
21092305737		3014208620		23339273627		938		846		756		834		
21053264557		3164595230		23351456399		866		846		824		920		
21024521691		3043469388		23318109009		836		748		726		822		
21127027247		3070962804		23351668721		774		790		716		662		
21123939703		3203974726		23404302037		840		716		700		792		
21090194715		3220271880		23478419453		928		868		664		678		
21060844412		3090612814		23362204933		796		946		752		660		
20474873388		3080832886		23325792849		784		670		700		716		
21051276247		2980582282		23348195113		804		876		756		876		
