3297195244		198903248		969353071		493521874		3400797455		4436981508		24410440048		
3253368836		312892346		964937789		380419931		3412227035		4419371876		24320002994		
3263945769		315535773		973685326		501242721		3381183835		4506450818		24330980055		
3388086664		198427919		1022212193		488738404		3513660339		4431587808		24493545340		
3269958327		310492817		969494488		491271970		3389308009		4459441134		24326797444		
3255835928		197963584		973875852		493181970		3371593326		4438235928		24290073749		
3267142644		312264364		998686911		380660730		3397252655		4416090424		24294516099		
3354692030		307476639		1025723815		492853517		3463171199		4422661541		24577841786		
3280154101		314578377		970072071		495197554		3420044466		4450722446		24665515500		
3508599093		199254361		1037272291		493017887		3974929716		4429543210		24534150849		
3356428849		310408835		997654576		382670244		3469590562		4581301504		24632884308		
3235907428		299262431		950173202		382877750		3385279423		4420431891		24323801337		
3284387178		314645770		969496231		500409180		3415592466		4560490944		24348585564		
3268836601		198309760		992462508		488282445		3417608310		4417698998		24357297252		
3731553904		310802407		861726458		492279693		3415729072		4460058170		24383128532		
3277738128		315466683		1005606407		502100885		3405143672		4691414962		24366752968		
3276738546		199144674		986935621		494358375		3415382694		4428847630		24449560943		
3269418661		313256281		989284466		499042215		3401255441		4645818175		24339070195		
3276546005		310417895		999324648		490350629		3404816104		4440873465		24402480344		
3176080414		311247214		964332166		491605758		3394962221		4452148551		24349428858		
3273516458		313777655		987604665		493389349		3387284676		4434482157		24331867157		
3295981135		312389448		972233286		492368354		3371682088		4442616606		24399919804		
3277501555		314540554		967328347		501128028		3375158637		4560748112		24329023360		
3278402790		314602250		967097291		489915935		3408796013		4431693213		24321742574		
3276197521		198672443		969653059		493820840		3420155590		4437849856		24399459327		
3262869081		199269838		970587301		494869543		3382249159		4430782095		24317493402		
3383483409		314828661		1011358235		495082832		3484434888		4448297414		24650420080		
3273375235		313131208		964006021		380650385		3422258032		4411737561		24375261074		
3304211765		311843108		1020524996		491695274		3464212667		4428809680		24385460073		
3254691458		198352444		968175246		491349419		3369861951		4597716046		24317703711		
3277509329		310975874		968242394		380886801		3375153399		4589626551		24326205377		
3286110707		309104065		965661655		494659498		3418219926		4471450375		24382381805		
3371607033		314769799		999056972		499564048		3525116607		4654217391		24592507616		
3264710932		313824268		980441514		494079231		3407493778		4436812863		24344556963		
3256713312		311821362		964310107		492187284		3374701251		4429495388		24320531836		
3361110540		314146125		1001698072		494182696		3500942335		4464088437		24435990784		
3255759470		313195670		970688452		488510137		3420598614		4443051258		24667022778		
3275493658		198391944		969618760		493836289		3408617822		4435844056		24424711431		
3257545083		312125746		968065200		492458855		3389844648		4431280499		24331567664		
3254873565		199800668		969584511		495179946		3381023818		4431685234		24330151326		
3264395024		313001660		983356186		493967355		3375683643		4418643600		24310287009		
3162684022		316537014		963775516		502622265		3415713185		4633825632		24330151628		
3268302584		198126463		989135991		491749461		3396053975		4452876011		24389063962		
3379506785		315189291		994031002		496453390		3530767148		4440078481		24468469998		
3254097163		314637315		953689634		381047266		3402090719		4433687162		24311067703		
3813201123		317666396		980947625		504517697		3395147312		4729022001		24301509273		
3267346287		313553718		972120862		494576376		3295409484		4427844390		24310791496		
