38360493573		25307878472		38252536816		77151255		48492208676
38201864911		24741926999		37033214555		68641334		47281239832
38301964205		25346947899		38015797097		195815614		48216630619
38193703881		24934186375		37016423294		194334133		47480456412
38289679292		25597738839		38193501269		471100782		48372492134
38347639465		25138335788		37294123918		432931078		47462526996
38332253457		25100530113		37577412591		451530726		47412671324
38216855915		25178434601		37154897797		609530518		47348134948
38209837356		25352429478		37840163932		445330527		47895883139
38327929885		25380048508		37823415082		434394647		47923195475
38277704609		25212367276		37233560864		431443798		47636559946
38225720603		24615831801		37589678831		2859818		47302471558
38217512343		25150463606		37267411159		679425548		47542043996
39486392130		27221841064		37249390577		2764723372		47358178640
39474820307		27480169243		37778718606		2774904569		47833524750
39155173713		27630428633		37510355021		3200219504		47362437677
38218601687		33413206936		37312364157		9427808093		47074548718
40032603965		32992517639		37355269238		8879261228		47251018551
39499625109		33258548661		37526229139		9214504817		47161804073
39520504181		33225658188		37194145875		9222213207		47047274234
38251491415		25666964787		38060445828		396482540		48624621435
38269342873		25118955842		37186083433		429320382		47465205444
38226018877		28468629755		37416504989		4023101903		47397929604
38296148941		28953994392		37439842195		4156099579		48156639745
38314461844		25197692607		37325869801		426693906		47631645986
38265648212		29126750784		38293375722		3903635445		48889019741
38289722062		32606946795		37321728925		8602700461		47036016896
39499790123		32656276085		37285450857		8563196034		47222524728
38259502435		32021011361		37225105306		7952934580		47096379512
38205521703		32774746600		37698284755		8577899772		47393888716
38210971114		32839070011		37359354732		8748306604		47228330092
38305227446		32644456817		37227769010		8631682390		47034093092
38215081333		26286082555		38545911142		529461700		49617655855
38236590527		25097905448		37161221619		411466899		47438160833
39509618561		25091413828		37176286963		402418125		47422566543 : v5
38223366372		25152230435		37213633866		404969782		47551208054 : v4
38276711759		25167224530		37253671211		459237038		47522127070 : v3
38197697877		25208538866		37546167185		69203907		48235207836 : v2
39473393544		24991363802		37180128717		191362395		47561432521 : v1
39533369909		25500744141		38386126811		71089967		48752059391
38346800658		24854956474		37162981628		70338953		47483634539
38280257659		25023345033		37426943968		71861324		47840616294
38381892852		24934144926		37339591090		68682863		47623873111
38297840955		25179291346		37293742551		408113275		47624234557
38201603269		25268556047		37800377862		126355758		48231251691
38253647251		25185118541		37800320278		70887288		48145461958
38267526107		25304283554		37297942152		580721630		47587566594
38479157883		25348970909		37513008232		608345546		47668734749
42020563020		25316834025		37316388782		582382328		47619110916
39440721903		25286943455		37293223856		629780295		47613770430
38261786888		25291641475		37828511717		601049388		47911520013
38234543939		29067450338		37287876263		10761924128		42723324060
38273532800		24991677239		37343125915		93661122		47732909617
39503660150		24945695371		37279968832		166347317		47500497432
39514006439		25010621072		37309394155		163692695		47612736860
38184300513		24883374623		37165518252		95991538		47486965430
38351637309		25274888513		37994967042		96152717		48220181484
39511476319		24966257284		37497586325		73377935		47678071975
38170856492		25145069031		38301959614		76424081		48034849905
38155496930		24976046588		37392710232		93805776		47697569497
